id,latitude,longitude,last_scraped,description
665906892745761773,55.96357930133068,-3.1744179228742646,2024-02-19,"A bright & cosy flat in the heart of bohemian Leith. The flat is halfway between Edinburgh's historic Old Town and the beautiful Shore area, so it's great to explore the city! You're also close to the New Town and Botanic Gardens, only a 20 minute walk away.<br /><br />Beside the flat you've got loads of top cafes, bars and restaurants, including The Walnut, Bodega and La Favorita.<br /><br />There is free parking 5 minutes walk from the flat.<br /><br />The tram stop from/to the airport is only 2 minutes from the flat."
666350114125515378,55.93896294108109,-3.1925377541400777,2022-07-17,"This gorgeous double bedroom in Marchmont is the perfect base for any visit to Edinburgh. <br /><br />It is centrally located by the beautiful Meadows and is just a short 10 minute walk from the famous Royal Mile and most of the Fringe Festival venues. There is on street parking and direct buses to the train station. <br /><br />We would like female guests only please as the bathroom and kitchen are shared with two 22 year old women who live in the flat.<br /><br /><b>The space</b><br />The room is light and spacious, with a large window and high ceiling. There is a queen sized double bed, a wardrobe, a chest of drawers and a desk.<br /><br />The whole flat has recently been redecorated so it has a modern and stylish feel.<br /><br /><b>Guest access</b><br />Guests will be able to access the bedroom, the kitchen and the bathroom. All three rooms are directly beside one another and next to the front door.<br /><br /><b>Other things to note</b><br />Please note we are on the 3rd floor so"
666393575565244939,55.9593,-3.20399,2024-02-18,"✔Charming 2-bed flat, ideally located in Stockbridge <br />✔ 883ft2 / 82m2 <br />✔ 2 bedrooms <br />✔ 1 bathroom <br />✔ Well-equipped kitchen <br />✔ Courtyard <br />✔ 22-minute walk to Royal Mile <br />✔ Next to Stockbridge Market <br />✔ Transport <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided"
666547389573949689,55.94945,-3.20934,2024-02-19,"Dragon Suites is delighted to welcome you to this luxury 1 bedroom, 1 ensuite bathroom apartment. Perfectly located in the West End area of Edinburgh with major tourist attractions within reach, including Johnnie Walker Princes Street and Edinburgh Castle. The apartment has a fully equipped kitchen with all the essentials provided. The open planned living space features a TV, dining area and sofa bed. Please note there is no dividing wall between the living area and bedroom."
666697995887632394,55.96457,-3.1764,2022-08-12,"Perfect location for the Edinburgh fringe festival!<br /><br />Enjoy easy access to everything from this perfectly located apartment. Only a 15-minute walk from the city centre.<br /><br />Furthermore, being just off Leith Walk you can explore the variety of brilliant spots for food and drinks.<br /><br />The flat is located on the 1st floor above a pub with a great vibe and cheap drinks.<br /><br />Free street parking.<br /><br />The apartment has 2 bedrooms, a new kitchen, a colourful living room and the shower and bathroom are separate."
666724537702766050,55.974641125330606,-3.1621698662638664,2022-08-12,"Welcome to our modern 2 bedroom, second floor apartment with all the essentials you will need for a city break in Edinburgh and Leith. Fantastic location, only a short walk to find a large park, bars, restaurants and cafes so perfect for everyone. <br /><br />⭐️ 2 spacious double bedrooms (one ensuite)<br />⭐️ Newly renovated shower room <br />⭐️ Fully equipped kitchen <br />⭐️ Free car park<br />⭐️ Lift access<br />⭐️ Smart TV<br />⭐️ 5 minute walk to the Shore<br />⭐️ Short bus ride to the city centre"
667280031646350678,55.9635,-3.18452,2024-02-19,"Our flat is located right in the city centre of Edinburgh. Perfectly located for exploring both old & new town Edinburgh, as well as the beautiful district of Leith.<br /><br />The room is a 3/4 size double bed, which is a pull out sofa. Due to the size, it's best suited to a solo traveller, could be shared by two smaller adults for a shorter stay.<br /><br />The room has a desk space should you wish to work from home, and use of a private bathroom. <br /><br />Easy public transport links to airport and around city."
667355644057961328,55.95773795510334,-3.187133226985177,2022-07-17,"Spacious bedroom with comfy king-sized double bed in a quiet, bright apartment located in the Broughton district of Edinburgh's famous New Town. <br /><br />Shower, toilet, kitchen & living room are shared.<br /><br />You can walk up to Waverley Station or down to Leith in 10 minutes, up to the Old Town & University or down to The Shore in 20.<br /><br />With plenty of shops, pubs, bars, cafés, restaurants and venues nearby, this central apartment is perfect for discovering (or working in) Edinburgh during the festival.<br /><br /><b>The space</b><br />This 1st floor apartment is very spacious, comprising 3 double bedrooms, large well-appointed kitchen, comfortable living room, store room, bright shared garden, shower and toilet.<br /><br /><b>Guest access</b><br />You will have private access to the master double bedroom with king-size bed.<br /><br />You will have shared use of the shower, toilet, kitchen, and living room.<br /><br /><b>Other things to note</b><br />Paid on-street pa"
667821741846546761,55.9600395,-3.189486,2023-05-18,"FESTIVAL LET<br /><br />NOTE - SCAFFOLDS ARE GONE AS ROOF WORKS COMPLETE<br /><br />This stunning top-floor flat has two bedrooms, a bathroom, a spacious living room and stylish kitchen with views across the city. <br /><br />Enjoy easy access to everything Edinburgh has to offer from this perfectly located property in New Town, just 10 minutes walk from the central Princes Street, including Waverley train station. It is also just at the bottom of the trendy Broughton Street, which has bars, restaurants, pubs and more!<br /><br /><b>Guest access</b><br />All rooms available to guests except box room"
667901171430226312,55.97673,-3.18354,2024-02-19,"Newhaven Grand Apartment Located in the Leith district in Edinburgh, 600 metres from Royal Yacht Britannia and 2.8 km from Edinburgh Playhouse, Newhaven Grand Apartment provides an equipped accommodation with a patio and free Wi-fi. The apartment is in an area where guests can engage in activities such as skiing, cycling and fishing. The apartment is composed of a living room, a fully equipped kitchen, and 2 bathrooms.  The nearest airport is Edinburgh Airport, 16 km from the property."
668518717198229303,55.93643,-3.19436,2024-02-19,"Located in the popular residential area of Marchmont with its cafe culture & family vibe, this bright 4 BR apartment is the perfect home for family/friends to explore historic Edinburgh. This old victorian property boasts a fully equipped, spacious kitchen with breakfast bar, 4 spacious bedrooms & 2 bathrooms. Ideally located, the Royal Mile, Edinburgh Castle, Old Town and The Meadows all a stones throw away, it doesn't get much better, particularly if you are looking for a base for The Fringe!"
668566481642570182,55.93618,-3.21841,2024-02-18,"Double room in lovely central flat in Edinburgh with on suite shower room, only 20 minutes walk or a 10 minute bus journey to the city centre. One double room kept to a very high standard. Plenty of shops and supermarkets in Polwarth area. Lovely residencial area, nice and quiet within walking distance to Harrison Park and Haymarket train station.<br /><br />Regular buses to city centre 100m from front door."
668698322770989537,55.94412667970706,-3.224311225161799,2024-02-19,"Enjoy a cosy and homely stay at this centrally-located place, located a 10 mins walk to Princes Street and Haymarket station, 20 min to the Old Town and Grassmarket, 30 mins to Murrayfield Stadium and 5 mins to the tram and many bus routes.  <br /><br />This top-floor flat has an indoor fireplace, TV with a sound bar and streaming services and is fully furnished with all amenities to feel at home during your stay."
